thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,มานะ,face7_m.png,m,k,1.0189142000162974,No,Pilot03_EEG,003,
,,พอใจ,face8_m.png,f,k,0.583827199996449,No,Pilot03_EEG,003,
,,ประทีป,face5_m.png,m,k,0.5171095000114292,No,Pilot03_EEG,003,
,,มั่นคง,face5_m.png,m,k,0.5006016999832354,No,Pilot03_EEG,003,
,,สมหญิง,face5_w.png,f,j,0.66677820001496,No,Pilot03_EEG,003,
,,สมหมาย,face4_m.png,m,k,0.8836023000185378,No,Pilot03_EEG,003,
,,สมหมาย,face6_m.png,m,k,0.950847000000067,No,Pilot03_EEG,003,
,,วันเพ็ญ,face9_m.png,f,k,0.8835345999686979,No,Pilot03_EEG,003,
,,ประเสริฐ,face10_w.png,m,j,0.7671209999825805,No,Pilot03_EEG,003,
,,วันเพ็ญ,face4_w.png,f,j,0.6008708999725059,No,Pilot03_EEG,003,
,,สมชาย,face1_w.png,m,j,0.9673221000120975,No,Pilot03_EEG,003,
,,สมหมาย,face1_w.png,m,j,1.133611299970653,No,Pilot03_EEG,003,
,,สายใจ,face3_w.png,f,j,0.8170925000449643,No,Pilot03_EEG,003,
,,ประทีป,face7_m.png,m,k,1.3514217999763787,No,Pilot03_EEG,003,
,,สมหญิง,face7_m.png,f,j,0.8509603000129573,No,Pilot03_EEG,003,
,,สายใจ,face6_m.png,f,k,0.8669624999747612,No,Pilot03_EEG,003,
,,ดวงแก้ว,face10_w.png,f,j,1.3341573999496177,No,Pilot03_EEG,003,
,,ประเสริฐ,face4_w.png,m,j,0.7835387000232004,No,Pilot03_EEG,003,
,,วันเพ็ญ,face5_w.png,f,j,0.9668626000056975,No,Pilot03_EEG,003,
,,สมหญิง,face7_w.png,f,j,0.6173382999841124,No,Pilot03_EEG,003,
,,ประทีป,face1_m.png,m,k,0.6341985000181012,No,Pilot03_EEG,003,
,,ทับทิม,face10_w.png,f,j,0.633814100001473,No,Pilot03_EEG,003,
,,บุญชู,face6_w.png,m,j,0.7170013000140898,No,Pilot03_EEG,003,
,,บุญชู,face2_m.png,m,k,0.8173436000361107,No,Pilot03_EEG,003,
,,ดวงแก้ว,face6_m.png,f,k,0.8337209000019357,No,Pilot03_EEG,003,
,,สมชาย,face8_w.png,m,j,1.4167946000234224,No,Pilot03_EEG,003,
,,พิกุล,face8_w.png,f,j,0.783689100004267,No,Pilot03_EEG,003,
,,ประเสริฐ,face2_w.png,m,j,1.2503412999794818,No,Pilot03_EEG,003,
,,ชูศักดิ์,face4_m.png,m,k,0.7503866999759339,No,Pilot03_EEG,003,
,,ดวงแก้ว,face7_m.png,f,k,0.917144000006374,No,Pilot03_EEG,003,
,,แก้วตา,face8_w.png,f,j,0.7670723000192083,No,Pilot03_EEG,003,
,,สมหมาย,face7_w.png,m,j,1.0336967000039294,No,Pilot03_EEG,003,
,,สมหมาย,face8_w.png,m,j,2.466824200004339,No,Pilot03_EEG,003,
,,พอใจ,face6_w.png,f,j,0.9673054000013508,No,Pilot03_EEG,003,
,,ประเสริฐ,face6_w.png,m,j,0.7011607000022195,No,Pilot03_EEG,003,
,,ประทีป,face1_w.png,m,j,0.7170872999704443,No,Pilot03_EEG,003,
,,สมชาย,face8_m.png,m,k,0.8004025999689475,No,Pilot03_EEG,003,
,,สมชาย,face4_w.png,m,j,1.517076799995266,No,Pilot03_EEG,003,
,,ประเสริฐ,face4_m.png,m,j,0.8834349000244401,No,Pilot03_EEG,003,
,,แก้วตา,face9_m.png,f,k,0.9153856000048108,No,Pilot03_EEG,003,
,,ประทีป,face7_w.png,m,j,0.7336367999669164,No,Pilot03_EEG,003,
,,ประเสริฐ,face1_m.png,m,k,1.866972399991937,No,Pilot03_EEG,003,
,,สมหญิง,face9_m.png,f,k,0.6170157000306062,No,Pilot03_EEG,003,
,,สายใจ,face2_w.png,f,j,0.8670509000075981,No,Pilot03_EEG,003,
,,วันเพ็ญ,face2_w.png,f,j,1.0504496999783441,No,Pilot03_EEG,003,
,,บุญชู,face4_w.png,m,j,1.267090300039854,No,Pilot03_EEG,003,
,,พิกุล,face10_w.png,f,j,1.117156199994497,No,Pilot03_EEG,003,
,,ชูศักดิ์,face2_m.png,m,k,1.0676946000312455,No,Pilot03_EEG,003,
,,สมปอง,face2_m.png,m,k,1.3171102999476716,No,Pilot03_EEG,003,
,,ทองดี,face7_w.png,m,j,1.5170816999743693,No,Pilot03_EEG,003,
,,ทองดี,face10_w.png,m,j,0.6834786999970675,No,Pilot03_EEG,003,
,,ทองดี,face5_w.png,m,j,1.1670402999734506,No,Pilot03_EEG,003,
,,ทับทิม,face3_m.png,f,k,0.6338809000444598,No,Pilot03_EEG,003,
,,มั่นคง,face8_w.png,m,j,0.8172297999844886,No,Pilot03_EEG,003,
,,ชูศักดิ์,face8_m.png,m,k,0.5339651999529451,No,Pilot03_EEG,003,
,,สายใจ,face8_m.png,f,k,0.667144900013227,No,Pilot03_EEG,003,
,,ดวงแก้ว,face9_m.png,f,k,1.8176615000120364,No,Pilot03_EEG,003,
,,ทองดี,face4_m.png,m,k,0.6001986000337638,No,Pilot03_EEG,003,
,,ใบเฟิร์น,face9_w.png,f,j,1.0502078999998048,No,Pilot03_EEG,003,
,,พิกุล,face9_w.png,f,j,1.0834526999969967,No,Pilot03_EEG,003,
,,ฟ้าใส,face5_w.png,f,j,0.7167586999712512,No,Pilot03_EEG,003,
,,ทับทิม,face5_m.png,f,k,0.7005693999817595,No,Pilot03_EEG,003,
,,ใบเฟิร์น,face10_m.png,f,k,1.0002547000185587,No,Pilot03_EEG,003,
,,ทับทิม,face5_w.png,f,j,1.5168544999905862,No,Pilot03_EEG,003,
,,สมหญิง,face10_m.png,f,k,1.9171379000181332,No,Pilot03_EEG,003,
,,ประทีป,face9_w.png,m,j,0.7341826999909244,No,Pilot03_EEG,003,
,,ทองดี,face2_w.png,m,j,1.600877600023523,No,Pilot03_EEG,003,
,,ประทีป,face2_m.png,m,k,0.5670423000119627,No,Pilot03_EEG,003,
,,วันเพ็ญ,face1_w.png,f,j,0.7334856999805197,No,Pilot03_EEG,003,
,,แก้วตา,face9_w.png,f,j,0.9503297999617644,No,Pilot03_EEG,003,
,,พอใจ,face3_w.png,f,j,1.3501775999902748,No,Pilot03_EEG,003,
,,มั่นคง,face9_w.png,m,j,1.2336473999894224,No,Pilot03_EEG,003,
,,มั่นคง,face4_m.png,m,k,0.883489300031215,No,Pilot03_EEG,003,
,,พิกุล,face3_m.png,f,k,1.5835495999781415,No,Pilot03_EEG,003,
,,ทับทิม,face10_m.png,f,k,0.6337365999934264,No,Pilot03_EEG,003,
,,สมหญิง,face6_w.png,f,j,0.8661810999619775,No,Pilot03_EEG,003,
,,ใบเฟิร์น,face1_w.png,f,j,0.6667463000048883,No,Pilot03_EEG,003,
,,ประทีป,face2_w.png,m,j,0.6004799000220373,No,Pilot03_EEG,003,
,,วันเพ็ญ,face9_w.png,f,j,0.5668074000277556,No,Pilot03_EEG,003,
,,สมชาย,face7_w.png,m,j,0.7666534999734722,No,Pilot03_EEG,003,
,,สมหญิง,face6_m.png,f,k,0.918305600003805,No,Pilot03_EEG,003,
,,สายใจ,face9_w.png,f,j,1.2500302999978885,No,Pilot03_EEG,003,
,,วันเพ็ญ,face2_m.png,f,k,1.7837483999901451,No,Pilot03_EEG,003,
,,ทับทิม,face4_w.png,f,j,1.7671516999835148,No,Pilot03_EEG,003,
,,สมหมาย,face7_m.png,m,k,1.3669450999586843,No,Pilot03_EEG,003,
,,พิกุล,face10_m.png,f,k,1.3006239000242203,No,Pilot03_EEG,003,
,,มั่นคง,face2_m.png,m,k,0.8178165000281297,No,Pilot03_EEG,003,
,,ทองดี,face4_w.png,m,j,0.683710599958431,No,Pilot03_EEG,003,
,,ดวงแก้ว,face5_w.png,f,j,1.2168518000398763,No,Pilot03_EEG,003,
,,สมปอง,face9_w.png,m,j,0.7167693999945186,No,Pilot03_EEG,003,
,,สมหญิง,face8_m.png,f,k,1.5002580999862403,No,Pilot03_EEG,003,
